#id source=all_source.txt	reference=all_reference.txt	test1=MOSES	test2=TECTOMT
no_id	Prague Stock Market falls to minus by the end of the trading day	Pražská burza se ke konci obchodování propadla do minusu	Prague Stock market klesá až na minus na konci obchodního dne	Praha akciový trh klesá na minus konec obchodního dne.
no_id	Miroslav Čepický draws attention to potential problems: "The law enables such speculation, nevertheless only an insignificant percentage of customers use the services of these companies.	Na možné problémy upozorňuje Miroslav Čepický: "Zákon podobné spekulace umožňuje, nicméně služeb těchto firem využívá pouze zanedbatelné procento zákazníků.	Miroslav Čepický upozorňuje na možné problémy: "zákon umožňuje tyto spekulace, nicméně pouze nepatrné procento zákazníků využívá služeb těchto společností.	Miroslav Čepická přitahuje pozornost možné problémy: "zákon umožňuje taková spekulace přesto, pouze nevýznamné procento zákazníků používá služby těchto společností.
no_id	On top of that, they must accept that the SIM card in their telephone is not registered under their name, and thus they cannot use all of its features like the regular customers of the mobile operators can."	Ti navíc musí akceptovat, že SIM karta v jejich telefonu není vedená na jejich jméno, nemohou s ní tedy disponovat plnohodnotně jako běžní zákazníci mobilních operátorů."	Kromě toho musí akceptovat, že Sim kartu do jejich telefon není registrována pod svým jménem, a tudíž nemohou využít všechny jeho rysy, jako je pravidelné zákazníky mobilních operátorů.	Do vrcholu toho musí přijmout, SIM karta v jejich telefonu není registrována pod jejich jménem a tak nemohou použít všechen z jeho rysů pravidelní zákazníci mobilních operátorů může."
no_id	This is precisely what should seem at least strange to the CTO.	Právě to by ale mělo být ČTÚ minimálně divné.	To je přesně to, co by mělo připadat přinejmenším podivné na CTO.	Je to přesně, co by se mělo zdát alespoň zvláštní CTO.
no_id	In addition, another question for the OPC arises.	Navíc se otevírá další otázka pro ÚOHS.	Navíc další otázka pro možnost vzniku.	Navíc jiná otázka na OPC vzniká.
no_id	If the mobile operators are looking the other way concerning this procedure, why are they blocking the creation of a virtual operator?	Jestliže mobilní operátoři přivírají nad podobným postupem oči, proč blokují vznik virtuálního operátora?	Pokud mobilní operátoři se dívají jinam, týkající se tohoto postupu, proč jsou na vytvoření virtuální operátor?	Jestli se mobilní operátoři hledají jiný způsob týkající tohoto postupu, proč blokují vytvoření virtuálního operátora?
no_id	It must be added that the OPC has rather considerable power to uncover such activities, and if it does not wish to, it does not have to be satisfied with operators' claims that they have no idea about any such thing and that their trading conditions prohibit it.	Nutno dodat, že ÚOHS má k odhalení podobné činnosti poměrně silné pravomoci, a pokud nebude chtít, nemusí se spokojit s vysvětlením operátorů, že o ničem takovém nemají tušení a jejich obchodní podmínky to zakazují.	Je nutno dodat, že OPC dosti značnou energii na odhalení takových činností, a když se nechce, nemusí to být spokojen s provozovateli, "tvrdí, že nemají žádnou představu o tom, že každá taková věc a že jejich obchodní podmínky zakázat.	Musí být přidáno, že OPC má dost značnou sílu odhalit takové činnosti a pokud nechce, nemá, je přesvědčeno s tvrzeními provozovatelů, mají to tušení o jakékoli takové věci a že že to jejich obchodní podmínky zakazují.
no_id	When we won't be the most expensive	Kdy nebudeme nejdražší	Když nebudeme nejdražší	Kdy nebudeme nejdražší.
no_id	As mentioned already several times in this article, the entrance of the virtual operators onto the mobile market was brought about by a notable drop in the prices of services.	Jak už v textu několikrát padlo, vstup virtuálních operátorů na mobilní trh přinesl zaznamenatelný pokles cen za služby.	Jak bylo uvedeno již několikrát v tomto článku, virtuální operátoři na trhu mobilních bylo způsobeno výrazným poklesem cen služeb.	Je uvedeno již několik časů v tomto článku, vstup virtuálních subjektů na mobilní trh byl zapříčiněn pozoruhodným poklesem cen služeb.
no_id	At the same time, classical operators have more or less tried to prevent the creation of virtual operators practically in all countries where they have been created.	Přitom prakticky ve všech zemích, kde virtuální operátoři vznikali, se snažili klasičtí operátoři jejich vzniku více či méně bránit.	Zároveň klasického operátoři mají více či méně snažil zabránit vytváření virtuální operátoři prakticky ve všech zemích, kde byly vytvořeny.	Ve stejné době klasičtí operátoři mají ještě nebo víceméně jsou snaženi zabránit vytvoření virtuálních subjektů, v prakticky všech zemích kde byli vytvořeni.
no_id	The arguments they used were practically identical - a market that was too small, too saturated, problems with the quality of services, etc.	Jimi používané argumenty byly prakticky totožné - příliš malý, případně příliš saturovaný trh, problémy s kvalitou služeb atd.	Argumenty, které kdysi byly prakticky totožné - trhu, které bylo příliš malé, příliš nasycených, problémy s kvalitou služeb, atd.	Argumenty, které používali, byly prakticky stejné - trh, který příliš malý příliš byl nasycen problémy s kvalitou služeb atd.
no_id	But in developed countries, the regulatory organs, which supported the interests not of the mobile operators, but of their customers, intervened at that very moment.	Ve vyspělých zemích ale právě v těchto chvílích zasáhly regulační orgány, které hájily nikoli zájmy mobilních operátorů, ale jejich zákazníků.	Ale ve vyspělých zemích, regulační orgány, které podporují zájmy, nikoliv z mobilních operátorů, ale jejich zákazníků, v tom okamžiku zasáhl.	Ale v rozvinutých zemích regulační orgány, který podporoval zájmy ne mobilních operátorů, ale svých zákazníků zasahovaly na tu právě chvíli.
no_id	Either through formal measures or informal pressure, they then achieved the creation of the first virtual operator, and others continued in its footsteps.	Ať už formálními opatřeními či neformálním tlakem pak dosáhly toho, že vznikl první virtuální operátor a na něj se nabalovali další.	Buď prostřednictvím formálního nebo neformálního tlaku, pak dosaženo vytvořením prvního virtuálního operátora, a pokračoval v jeho stopách.	Either formálními opatřeními nebo formálním tlakem pak dosáhli vytvoření prvního virtuálního operátora a jiní pokračovala v jeho krocích.
no_id	Unfortunately, the Czech regulatory organs have been tossing the whole case back and forth like a hot potato.	Bohužel, české regulační orgány si celý případ přehazují jako horký brambor.	Bohužel, české regulační orgány byly celý případ zmítá sem a tam jako horký brambor.	Naštěstí české regulační orgány házely celý případ zpět a vpřed jako horký brambor.
no_id	Based on our experience, we cannot get rid of the impression that the lack of clarity in competencies in these cases suits them very well.	Z našich zkušeností se nemůžeme zbavit dojmu, že nejasnost v kompetencích se jim v těchto případech více než hodí.	Na základě našich zkušeností, nemůžeme se zbavit dojmu, že nejasnosti ve schopnosti v těchto případech velmi dobře hodí.	Je založena na naší zkušenosti, nemůžeme mít, zbavíme se dojmu, nedostatek jasnosti v kompetencích v těchto případech se jim hodí velmi dobře.
no_id	But let's not throw in the towel.	Ale neházejme flintu do žita.	Ale pojďme se nevzdal.	Ale jde nehodit ručník.
no_id	If the behind-the-scenes information are correct and a virtual operator appears here soon, the Czech mobile market might be set in motion once again.	Pokud jsou zákulisní informace správné a virtuální operátor se u nás opravdu brzy objeví, český mobilní trh se možná znovu rozhýbe.	Pokud zákulisní informace jsou správné a virtuální operátor se objevuje na českém mobilním trhu, by se daly do pohybu.	Behind-the-scenes informace je správná a virtuální operátor se zdá tady brzy, že by český mobilní trh mohl být nastaven v pohybu ještě znovu.
no_id	If one of the operators permits the creation of a virtual mobile operator, it will be difficult for OPC to be able to remain indifferent to the refusal (discrimination) of further interested parties.	Pokud některý z operátorů vznik nějakého virtuálního mobilního operátora připustil, jen těžko bude moci ÚOHS zůstat netečný k odmítání (diskriminaci) dalších zájemců.	Když jeden z provozovatelů umožňuje vytvoření virtuálního mobilního operátora, bude těžké pro možnost, aby byli schopni zůstat lhostejný k odmítnutí (diskriminaci) další zúčastněné strany.	Pokud jeden ze subjektů umožňuje vytvoření virtuálního mobilního operátora, bude to těžké, až OPC může zůstat lhostejné odmítnutí (diskriminace) dalších zúčastněných stran.
no_id	And we might stop making calls that are more expensive than in the rest of Europe.	A my třeba přestaneme volat dráž než ve zbytku Evropy.	A možná se z výzvy, které jsou dražší než ve zbytku Evropy.	A mohli bychom přestat být volání, která jsou dražší potom ve zbytku Evropy.
no_id	New Czech national anthem has four new versions.	Nová česká hymna má čtyři nové verze.	Nová česká národní hymna má čtyři nové verze.	Nová česká národní hymna má čtyři nové verze.
no_id	Choose the best one	Vyberte tu nejlepší	Vyberte nejlepší	Vyberte nejlepší to.
no_id	Listen to the four renderings of the new version of the Czech national anthem.	Poslechněte si čtyři provedení nové verze české státní hymny.	Poslouchej čtyři zpodobnění nová verze české hymny.	Poslouchej čtyři ztvárnění nové verze české národní hymny.
no_id	On Sunday Prime Minister Mirek Topolánek presented the new recordings of the national anthem Kde domov můj (Where is my Country) on the occasion of the Day of Czech Statehood.	V neděli premiér Mirek Topolánek u příležitosti Dne české státnosti slavnostně představil nové nahrávky státní hymny Kde domov můj.	V neděli premiér Mirek Topolánek uvedl nové nahrávky hymně Kde domov můj (kde je moje země) při příležitosti svátku české Statehood.	Neděle premiér ministerský Mirek Topolánek předložil nové nahrávky národní Kde našeho domova hymny (kde je moje země), na příležitosti dne České státnosti.
no_id	The anthem was newly recorded by the National Theater Orchestra under the direction of Jiří Bělohlávek.	Hymnu nově nahrál orchestr Národního divadla pod vedením Jiřího Bělohlávka.	V písni byla nově zjištěných orchestru národního divadla pod vedením Jiřího bělohlávka.	Hymna nově byla hrána Národním orchestrem divadla pod vedením Jiřího bělohlávka.
no_id	Four versions are available - versions with male or female solo vocals, a choral version and an instrumental version.	K dispozici jsou čtyři verze - s mužským nebo ženským sólovým zpěvem, ve sborovém podání a instrumentální znění.	Čtyři verze jsou k dispozici - verze s mužem nebo ženou sólový zpěv, sborové a instrumentální verze verze.	Čtyři verze jsou dostupné - verze s mužskými nebo ženskými sólovými zpěvy, sborovou verzí a instrumentální verzí.
no_id	Kateřina Kněžínková and Adam Plachetka did the singing.	Zpěvu se ujali Kateřina Kněžínková a Adam Plachetka.	Kateřina Kněžínková a Adam Plachetka se zpěvem.	Kateřina Kněžínková a Adam Plachetka udělaly zpěv.
no_id	The authors of the arrangements of the anthem are Otakar Jeremiáš and Jaroslav Krček.	Autory úprav hymny jsou Otakar Jeremiáš a Jaroslav Krček.	Autory úpravy hymny se Otakar Jeremiáš a Jaroslav Krček.	Autoři úprav hymny jsou Otakara Jeremiáše a Jaroslava krček.
no_id	You can listen to all four versions on the server iHNed.cz.	Na serveru iHNed.cz si můžete poslechnout všechny čtyři verze.	Můžete poslouchat všechny čtyři verze na serveru ihned. cz.	Můžete poslouchat všechny čtyři verze na iHNed.cz serveru.
no_id	Bělohlávek considers the Czech national song to be one of the most beautiful national anthems.	Bělohlávek považuje českou národní píseň za jednu z nejkrásnějších hymen.	Bělohlávek za českou národní píseň, která je jedním z nejkrásnějších národní hymny.	Bělohlávek považuje, že česká národní píseň je jedna z nejkrásnějších národních hymen.
no_id	He told Czech Radio earlier that he had intentionally selected singers with young, representative voices that were striking and popular for the solo variants.	Českému rozhlasu už dříve řekl, že záměrně vybral pro nazpívání sólových variant zpěváky s mladými reprezentativními hlasy, které jsou výrazné a oblíbené.	Řekl, že český rozhlas byl záměrně vybrán s mladými zpěváky, reprezentativní hlasy, že stávkovali a populární pro sólové variant.	Řekl Českému rozhlasu dříve, že měl záměrně vybrané zpěváky s mladými reprezentativními hlasy, ty byly nápadné a populární pro sólové varianty.
no_id	"From the beginning, with both of them and also with the chorus, I tried to make sure that they had clear articulation, so that the text could be understood well, so that they were in harmony," he said.	"Od začátku jsem se u obou a potom také se sborem snažil dbát, aby měli jasnou dikci, aby bylo textu dobře rozumět, aby souzněli," uvedl.	"Od začátku, s oběma a také se sborem, snažil jsem se ujistit, že mají jasnou definici, tak, že text může být chápán tak, aby byly v rovnováze," řekl.	"Ze začátku s oba jejich a také sborem jsem se snažil být jisté, že měli jasný kloub tak, aby text mohl být pochopen dobře, tak, aby byli v souladu," řekl.
no_id	The Czech national anthem will celebrate its 175th anniversary next year.	Česká státní hymna v příštím roce oslaví 175. výročí.	České národní hymny, oslaví své 175. výročí v příštím roce.	Česká národní hymna oslaví jeho 175. výročí příští rok.
no_id	The song Kde domov můj (Where is my Country) was heard for the first time in 1834 on the stage of the Estates Theater in the original Czech play Fidlovačka by Josef Kajetán Tyl with the music of František Škroup.	Píseň Kde domov můj zazněla poprvé v roce 1834 na prknech Stavovského divadla v původní české hře Fidlovačka Josefa Kajetána Tyla doplněné hudbou Františka Škroupa.	Píseň Kde domov můj (kde je má vlast) jsem slyšel poprvé v roce 1834 na scéně stavovského divadla v původní české hry, které Fidlovačka Josef Kajetán Tyl s hudbou Františka Škroupa.	Kde můj domova písně (kde je moje země), byl slyšeno první čas v roce 1834 na pódiu Estates divadla v původní české hře fidlovačka podle Josefa Kajetána Tyla s hudbou Františka Škroupa.
no_id	It gained popularity and the people spontaneously took it as their own.	Získala popularitu a lidé ji spontánně vzali za svou.	Získal popularitu a lidé spontánně vzala za své.	Získalo popularitu a lidé to spontánně vzali svého vlastní.
no_id	The first stanza of the song then became a natural part of the national anthem following the creation of Czechoslovakia in 1918.	První sloka písně se pak po vzniku Československa v roce 1918 stala přirozenou součástí státní hymny.	První sloku písně, pak se stal přirozenou součástí národní hymna po vzniku Československa v roce 1918.	První sloka písně se pak stala přirozenou částí národní hymny následující vytvoření Československa v roce 1918.
no_id	It remained one of the seven state symbols even following the creation of the independent Czech Republic.	Jedním ze sedmi státních symbolů zůstala i po vzniku samostatné České republiky.	Zbývá jeden ze sedmi státních symbolů i po vytvoření samostatné ČR.	Zůstalo jedno ze sedmi státních symbolů dokonce sledovat vytvoření nezávislé České republiky.
no_id	How the "new" hymn sounds	Jak zní "nová" hymna	Jak "nových" hymnus zní	Jak "nová" píseň zní.
no_id	Prague City Mass Transport to operate on chip for the first time on Wednesday	Pražská MHD ve středu poprvé sveze i na čip	Pražské městské hromadné dopravy na bázi čipu poprvé ve středu	Pražská městská hromadná doprava pracuje na čipu pro první čas ve středu.
no_id	Wednesday, October 1, 2008 will be written into the history of the Prague Transport Company as the date when the first travellers board the metro, trams and buses with an electronic coupon in their pockets instead of a paper ticket.	Středa 1. října 2008 se zapíše do dějin pražského Dopravního podniku jako datum, kdy do metra, tramvají a autobusů nastoupí první cestující, kteří místo papírové jízdenky budou mít v kapse elektronický kupon.	Ve středu 1. října 2008 bude zakomponováno do historie pražské dopravní společnosti jako datum, kdy první cestující nastupují do metra, tramvají a autobusů s elektronický kupon v kapsách místo papírové letenky.	Středa 1. října rok 2008 bude zapsána do historie Prahy dopravní společnosti datum kdy metra a tramvají prvního plavidla cestujících autobusů s elektronickým kupónem v jejich kapsách místo papírové letenky.
no_id	The roughly one hundred thousand people in possession of their own chip card Opencard at this time can get this coupon.	Ten si v této chvíli může pořídit zhruba sto tisíc lidí, kteří vlastní čipovou kartu Opencard.	Zhruba sto tisíc lidí, v držení své vlastní čipovou kartu Opencard v této době se tento kupon.	Zhruba jedněch set tisíc lidé v držení svého vlastní Opencard karty čipu z této doby mohou získat tento kupón.
no_id	Travellers can buy a 30-day, 90-day and year-long coupon (which will be valid beginning on January 1, 2009) and at the same time have it added to their chip card at info centers and branches of the Transport Company at the metro stations Muzeum, Můstek, Nádraží Holešovice, Anděl, Roztyly, Letňany, Kobylisy, Rajská zahrada, Kačerov and Luka.	Cestující si mohou 30denní a 90denní a roční kupon (ten bude platit od 1. ledna 2009) koupit a zároveň nechat nahrát na svou čipovou kartu v infocentrech a pracovištích Dopravního podniku ve stanicích metra Muzeum, Můstek, Nádraží Holešovice, Anděl, Roztyly, Letňany, Kobylisy, Rajská zahrada, Kačerov a Luka.	Cestující mohou koupit roční kupon devadesátidenní a třicetidenní, (který bude platit od 1. ledna 2009) a současně se přidá k jejich čipovou kartu na info center a pobočky dopravní společnosti ve stanicích metra muzeum, můstek, nádraží Holešovice, anděl, jsou Roztyly, Letňany, Kobylisy, rajská zahrada, Kačerov a Luce.	Cestující mohou koupit 30denní, 90denní a celoroční kupón (který bude platný začátek 1. ledna roku 2009) a na stejnou dobu přidalo do jejich čipové karty v informačních centrech a na pobočky Dopravní společnosti na Muzeum stanic metra, na můstek, na Nádraží Holešovice, na anděla, na Roztyly, na Letňany, na Kobylisy, na Rajská zahradu, na Kačerov a v Luka.
no_id	Beginning yesterday, coupons can also be purchased over the Internet on the web pages of the Transport Company, www.dpp.cz.	Kupony lze už od včerejška kupovat také přes internet na stránkách Dopravního podniku www.dpp.cz.	Od včerejška, kupóny lze také zakoupit přes internet na webových stránkách dopravní společnosti, WWW. dpp. cz.	Začne včera, kupóny také mohou být zakoupeny přes internet na webových stránkách Dopravní společnosti. dpp.cz www.
no_id	By the afternoon, more than four hundred customers had used the service.	Službu do odpoledních hodin využilo přes čtyři sta zákazníků.	Odpoledne, více než čtyři sta zákazníků využil služeb.	Odpoledne více než čtyři sta zákazníků používalo službu.
no_id	Those beginning to use Internet shopping can definitively forget about the vending windows in the metro stations, where up to now they have had to regularly stand in long lines for paper tickets.	Ti, co internetový obchod začnou využívat, mohou definitivně zapomenout na výdejní okénka ve stanicích metra, kde dosud museli pravidelně postávat ve dlouhých frontách na papírové jízdenky.	Ty začínají používat internet nákup může definitivně zapomenout na prodejní okna ve stanicích metra, kde až dosud měli pravidelně stát v dlouhých frontách na papírové letenky.	Those začátek, použije nákup internetu, se definitivně může zapomenout na s automatem okna metro stanic kde, teď byli, pravidelně postavit v dlouhých řadách pro papírové letenky.
no_id	That is, they can buy the coupon over the Internet and it will be added to the Opencard at one of the thirteen branches of the City Library.	Kupon si totiž koupí přes internet a na kartu Opencard jim ho nahrají v jedné ze třinácti poboček Městské knihovny.	To znamená, že můžete koupit kupon přes internet, a to bude připojena k Opencard v jednom ze třinácti poboček městské knihovny.	Je to, mohou koupit kupón přes internet a bude přidáno do Opencard jeden z třinácti poboček Městské knihovny.
no_id	"At these locations, there is a counter available for travellers with trained staff who will help interested people with their Internet purchase, and will also add the purchased coupon to their card," said the project's speaker, Martin Opatrný.	"Na těchto místech je cestujícím k dispozici přepážka s proškolenou obsluhou, která zájemcům pomůže s internetovým nákupem a také nahraje na jejich kartu zakoupený kupon," řekl mluvčí projektu Martin Opatrný.	"V těchto místech je pult pro cestující s pracovníky, kteří budou pomáhat lidem s jejich zájem o nákup na internetu, a také přidat zakoupený kupon na své karty," řekl mluvčí projektu Martin Opatrný.	"V těchto místech jsou přepážku dostupná pro cestující s vyškoleným zaměstnancem, který pomůže zúčastněným lidem s jejich nákupem internetu a rovněž přidá zakoupený kupón do jejich karty," řekla mluvčí projektu Martina Opatrný.
no_id	In addition to libraries, it will also be possible to add the electronic coupons to the Opencard at the self-service machines which have been set up in several vestibules of the metro.	Vedle knihoven bude možné nahrát si elektronické kupony na Opencard také v samoobslužných automatech, které jsou namontovány v několika vestibulech metra.	Kromě knihovny, bude také možné přidat elektronické kupony Opencard v samoobslužné automaty, které byly zřízeny v několika vestibules metra.	Navíc knihoven to také bude možné přidat elektronické kupóny Opencard na samoobslužné počítače, které byly založeny v několika vestibulech metra.
no_id	What do these self-service machines look like?	Jak takové automaty vypadají?	Co tyto samoobslužné automaty vypadat?	Jako tyto samoobslužné stroje vypadá?
no_id	They are red, resembling ticket validation machines, and travellers might have already noticed them in the metro stations Roztyly, Budějovická, I. P. Pavlova, Florenc and Vltavská.	Jsou červené, připomínají označovače jízdenek a cestující si jich možná už všimli ve stanicích metra Roztyly, Budějovická, I. P. Pavlova, Florenc a Vltavská.	Jsou červené, podobný lístek validace stroje, a cestující mohli již všiml, že se jim ve stanicích metra jsou Roztyly, budějovická, I. P. Pavlova a Florenc a Vltavská.	Jsou se červení podobat lístkům ověřením strojům a cestující by si je už mohly všimnout v Roztyly stanic v metru, budějovickém, mně,. P. Pavlově, Florenci a Vltavském.
no_id	"Now there are five of them in the city, but by the end of the year there should be eighty of them," Opatrný added.	"Nyní je jich ve městě pět, ale do konce roku by jich mělo být osmdesát," doplnil Opatrný.	"Teď je jich pět ve městě, ale do konce roku by mělo být osmdesát," dodal Opatrný.	"Teď je pět jich v městě, ale u konce roku by měl být osmdesát jich," Opatrný dodala.
no_id	Coupon checked by self-service machine instead of driver	Kupon zkontroluje místo řidiče automat	Kupon kontrolována samoobslužné stroj místo řidiče.	Kupón zkontroloval samoobslužný stroj spíše ovladače.
no_id	Using the self-service machines, which will begin functioning tomorrow, is simple.	Obsluha automatů, které začnou zítra fungovat, je jednoduchá.	Tzv. samoobslužné automaty, který začne fungovat zítra, je jednoduchý.	Používat samoobslužné počítače, které začnou fungovat zítřka, je jednoduchý.
no_id	All you have to do is insert the Opencard chip card, and the pre-paid card is automatically added to it.	Stačí do nich zasunout čipovou kartu Opencard a dříve zaplacený kupon se na ni sám nahraje.	Všechno, co musíte udělat, je vložit na čipovou kartu Opencard a předplacené karty je automaticky.	Všechno, musíte udělat, je, vložíte Opencard čipovou kartu a placená karta automaticky je přidána do toho.
no_id	The electronic coupons are valid beginning tomorrow not only in the capital city, but in its surroundings as well.	Elektronické kupony od zítřka platí nejen v hlavním městě, ale i v jeho okolí.	Elektronické kupóny jsou platné od zítřka nejen v hlavním městě, ale v jeho okolí.	Elektronické kupóny jsou platné, začnou zítra, ne pouze v hlavním městě, ale jeho okolích také také.
no_id	That is, in suburban trains and bus lines numbered 300 to 499, which are mainly used by inhabitants of Central Bohemian towns to travel into the capital city.	Tedy v příměstských vlacích a autobusových linkách s číslem 300 až 499, jimiž jezdí do hlavního města hlavně obyvatelé středočeských obcí.	To je v příměstské vlaky a autobusy linky čísly 300 až 499, které se používají především u obyvatel středočeská města k cestování do hlavního města.	Je to v příměstských vlacích a autobusových řádcích číslo 300 499, který především je používán obyvateli Hlavních českých měst k cestě do hlavního města.
no_id	"In trains included in Prague Integrated Transport, the conductors are equipped with card readers, with the help of which they can check the time and zone validity of the coupons," Filip Drápal from the organization Ropid, which creates the timetables of the Prague Mass Transport, explained the ticket-checking procedures.	"Ve vlacích zařazených do Pražské integrované dopravy jsou průvodčí vybaveni čtečkami karet, pomocí kterých zjišťují časovou i pásmovou platnost kuponů," vysvětlil kontrolu jízdenek Filip Drápal z organizace Ropid, která sestavuje jízdní řády pražské hromadné dopravy.	"Ve vlacích zařazených do pražské integrované dopravy, vodiče jsou vybaveny čtecích zařízení, s jehož pomocí mohou zkontrolovat čas a oblast platnosti kupónů," Filip Drápal z organizace Ropid, která vytváří jízdní řády pražské hromadné dopravy, vysvětlil ticket-checking postupy.	"Ve vlacích zahrnutých do Pražské integrované dopravy vodiče jsou vybaveny kartami čtenáři pomocí kterého moci zkontrolovat a času zóny platnost kupónů" na Filipa Drápala z organizace, Ropid, který vytváří řády Pražské hromadné dopravy, vysvětlil ticket-checking postupy.
no_id	The suburban buses have card readers built into the cash register next to the driver's seat.	Příměstské autobusy mají čtečky karet zabudované v pokladně u řidiče.	V příměstské autobusy mají čtecích zařízení zabudované do pokladny vedle sedadla řidiče.	Předměstské autobusy mají karty čtenáře postavené v registru pokladny vedle sedadla řidiče.
no_id	Upon boarding, it is thus necessary to not only show the chip card to the driver, but in addition it is necessary to place the Opencard on the designated spot on the side of the cash register.	Při nástupu je tedy nutné nejen čipovou kartu ukázat řidiči, ale navíc je potřeba přiložit Opencard na určené místo na boku pokladny.	Na palubu, proto je nutné prokázat nejen čipová karta řidiče, ale navíc je nezbytné uvést Opencard na určeném místě u pokladny.	Jakmile paluba, je to tak nutné pouze nezobrazit čipovou kartu řidiči, ale navíc to je nezbytné umístit Opencard na určené místo na straně registru pokladny.
no_id	This is how the driver checks the validity of the coupons recorded.	Tím si řidič zkontroluje platnost nahraných kuponů.	To je jak řidič kontrolu platnosti kupónů zaznamenáno.	Je to, jak řidič kontroluje platnost kupónů, jsou zaznamenány.
no_id	"If the traveller needs to confirm the validity of the coupons recorded, there is nothing easier than requesting this information from the driver," Drápal added.	"Pokud si potřebuje cestující ověřit platnost nahraných kuponů, není nic snazšího než požádat řidiče o tyto informace," doplnil Drápal.	"Pokud cestující musí potvrdit platnost kupónů zaznamenáno, není nic snazšího než požadující tuto informaci od řidiče," dodal Drápal.	"Pokud cestující potřebuje potvrdit platnost kupónů zaznamenaných, není nic snazší než žádost o tuto informaci řidiče," dodal Drápal.
no_id	Travelers who do not use suburban buses, and will not remember when the validity of a coupon ends, can head again for the self-service machines where the coupons are added to the card.	Cestující, kteří nejezdí příměstskými autobusy a nebudou si pamatovat, kdy jim končí platnost kuponu, mohou vyrazit opět k samoobslužným automatům, kde se kupony na kartu nahrávají.	Cestující, kteří využívají příměstské autobusy, a ne si vzpomenout, kdy skončí platnost kuponem, můžeme mluvit o samoobslužné automaty, kde kupóny, které znějí na kartu.	Cestovatelé, kteří nepoužívají předměstské autobusy a nebudou si pamatovat, kdy platnost kupónu končí, může zamířit znovu k samoobslužným počítačům, kde kupóny jsou přidány do karty.
no_id	Here the information on the validity of their documents will appear on the machine's screen.	Zde se jim informace o platnosti jejich dokladů zobrazí na displeji přístroje.	Zde informace o platnosti jejich dokumenty, se na stroji.	Tady se informace o platnosti jejich dokumentů objeví na obrazovce počítače.
no_id	Sudetenlands wanted referendum from USA	Sudety chtěly po USA referendum	Sudetenlands chtěl referendum z USA.	Sudety chtěly referendum od USA.
no_id	Sudeten Germans requested that the Šumava region be incorporated into the United States in 1945.	Sudetští Němci v roce 1945 žádali o začlenění Šumavy ke Spojeným státům.	František Oldřich Kinský požadoval, aby šumavském regionu bude začleněna do spojených států v roce 1945.	Sudety Němci požadovali, aby Šumava region byl začleněn do Spojených států do roku 1945.
no_id	This is implicit in a letter stored in the collections of the South Bohemia Research Library.	Plyne to z dopisu, který je uložen ve sbírkách Jihočeské vědecké knihovny.	Je to v dopise uložené ve sbírkách jihočeské vědecké knihovně.	Je to jasné v dopise uloženém ve sbírkách Jižní české výzkumné knihovny.
no_id	If we cannot be a part of Germany or Austria, we wish at least to live under the patronage of the United States.	Když nemůžeme být součástí Německa či Rakouska, chceme žít alespoň pod patronací Spojených států amerických.	Pokud nemůžeme být součástí Německa nebo Rakouska, chceme alespoň žít pod patronací spojených států.	Když nemůžeme být součást Německa nebo Rakouska, přejeme si alespoň žít pod ochranou Spojených států.
no_id	Several groups of Sudeten Germans supposedly addressed the president of the USA with a wish of this type.	S takovým přáním se údajně v roce 1945 obracely některé skupiny sudetských Němců na prezidenta USA.	Několik skupin sudetských Němců údajně oslovil prezidenta USA s přáním tohoto typu.	Několik skupin Sudet Němců se údajně zabýval prezidenta USA s přáním tohoto typu.
no_id	This arises from, among other things, a letter which has been preserved in a private archive and is now stored in the collections of the South Bohemia Research Library.	Vyplývá to mimo jiné z dopisu, který se zachoval v jednom soukromém archivu a dnes je uložen ve sbírkách Jihočeské vědecké knihovny.	Tím vzniká mimo jiné i dopis, který byl uschován v soukromém archivu a nyní je uložen ve sbírkách jihočeské vědecké knihovně.	Vyplývá z mezi jinými věcmi dopisu, který byl zachována v soukromém archívu a nyní který je uložen ve sbírkách Jižní české výzkumné knihovny.
no_id	In the letter, Germans from Český Krumlov request that the American president not to allow the return of the "Šumava region" - occupied by Hitler on the basis of the Munich Agreement - to Czechoslovakia.	Němci z Českého Krumlova žádají v dopise amerického prezidenta, aby nedopustil vrácení "šumavské župy" - zabrané Hitlerem na základě mnichovské dohody - zpět k Československu.	V dopise, Němci z českokrumlovského požádat, aby se americký prezident nebyl umožněn návrat "šumavské oblasti" - okupoval Hitler na základě mnichovské dohody - do Československa.	V dopise Němci z České Krumlova žádosti, aby americký prezident nepovolil návrat "Šumavy oblasti" - obsazené Hitlerem základu mnichovské dohody - do Československa.
